head,PR AUC,macro F1,AUROC,recall,FPR,threshold,latency p50 (µs),latency p99 (µs),params
Reconstruction,0.6530161582303686,0.577345079731501,0.5685935193757439,0.23819600581933606,0.0073,1.5279476642608643,133.33302307128906,178.88082885742188,34036
